"ID","Status","additionalInfo"
"client-data-schema","null","not testable with Assertion Tester"
"client-data-schema-accept-extras","null","not testable with Assertion Tester"
"client-data-schema-no-extras","null","not testable with Assertion Tester"
"client-uri-template","null","not testable with Assertion Tester"
"server-data-schema","null","not testable with Assertion Tester"
"server-data-schema-extras","null","not testable with Assertion Tester"
"server-uri-template","null","not testable with Assertion Tester"
"td-action-arrays","not-impl","Error message can be seen in the children assertions"
"td-action-arrays_forms","pass",
"td-action-arrays_scopes","not-impl","data.actions['CloseValve'] should have required property 'scopes', data.actions['OpenValve'] should have required property 'scopes', data.actions['StartPump'] should have required property 'scopes', data.actions['StopPump'] should have required property 'scopes'"
"td-action-arrays_security","not-impl","data.actions['CloseValve'] should have required property 'security', data.actions['OpenValve'] should have required property 'security', data.actions['StartPump'] should have required property 'security', data.actions['StopPump'] should have required property 'security'"
"td-action-names","not-impl","Error message can be seen in the children assertions"
"td-action-names_description","not-impl","data.actions['CloseValve'] should have required property 'description', data.actions['StartPump'] should have required property 'description', data.actions['StopPump'] should have required property 'description'"
"td-action-names_descriptions","not-impl","data.actions['CloseValve'] should have required property 'descriptions', data.actions['OpenValve'] should have required property 'descriptions', data.actions['StartPump'] should have required property 'descriptions', data.actions['StopPump'] should have required property 'descriptions'"
"td-action-names_forms","pass",
"td-action-names_idempotent","pass",
"td-action-names_output","pass",
"td-action-names_output","pass",
"td-action-names_safe","pass",
"td-action-names_scopes","not-impl","data.actions['CloseValve'] should have required property 'scopes', data.actions['OpenValve'] should have required property 'scopes', data.actions['StartPump'] should have required property 'scopes', data.actions['StopPump'] should have required property 'scopes'"
"td-action-names_security","not-impl","data.actions['CloseValve'] should have required property 'security', data.actions['OpenValve'] should have required property 'security', data.actions['StartPump'] should have required property 'security', data.actions['StopPump'] should have required property 'security'"
"td-action-names_title","pass",
"td-action-names_titles","not-impl","data.actions['CloseValve'] should have required property 'titles', data.actions['OpenValve'] should have required property 'titles', data.actions['StartPump'] should have required property 'titles', data.actions['StopPump'] should have required property 'titles'"
"td-action-names_uriVariables","not-impl","data.actions['CloseValve'] should have required property 'uriVariables', data.actions['OpenValve'] should have required property 'uriVariables', data.actions['StartPump'] should have required property 'uriVariables', data.actions['StopPump'] should have required property 'uriVariables'"
"td-action-objects","pass",
"td-action-objects_input","pass",
"td-action-objects_output","pass",
"td-actions","pass",
"td-actions_existence","pass",
"td-actions_uniqueness","pass",
"td-additional-contexts","not-impl","data['@context'] should be equal to constant, data['@context'] should match ""then"" schema, data['@context'] should match ""else"" schema, data['@context'] should match ""else"" schema, data should match ""then"" schema"
"td-arrays","not-impl","Error message can be seen in the children assertions"
"td-arrays_forms","pass",
"td-arrays_links","not-impl","data should have required property 'links'"
"td-arrays_scopes","not-impl",
"td-arrays_security","pass",
"td-at-type","pass",
"td-content-type-default","null","not testable with Assertion Tester"
"td-context","pass",
"td-context-toplevel","pass",
"td-data-schema","not-impl","Error message can be seen in the children assertions"
"td-data-schema-arrays","not-impl","Error message can be seen in the children assertions"
"td-data-schema-arrays_enum","not-impl",
"td-data-schema-arrays_oneOf","not-impl",
"td-data-schema-arrays_required","not-impl",
"td-data-schema-objects","null","not testable with Assertion Tester"
"td-data-schema_const","not-impl",
"td-data-schema_description","pass",
"td-data-schema_description","pass",
"td-data-schema_descriptions","not-impl",
"td-data-schema_enum","not-impl",
"td-data-schema_items","not-impl",
"td-data-schema_maxItems","not-impl",
"td-data-schema_maximum1","not-impl",
"td-data-schema_maximum2","not-impl",
"td-data-schema_minItems","not-impl",
"td-data-schema_minimum1","not-impl",
"td-data-schema_minimum2","not-impl",
"td-data-schema_oneOf","not-impl",
"td-data-schema_properties","pass",
"td-data-schema_readOnly","pass",
"td-data-schema_required","not-impl",
"td-data-schema_title","pass",
"td-data-schema_titles","not-impl",
"td-data-schema_type","pass",
"td-data-schema_unit","not-impl",
"td-data-schema_writeOnly","pass",
"td-event-arrays","not-impl","data should have required property 'events'"
"td-event-arrays","not-impl","Error message can be seen in the children assertions"
"td-event-arrays_forms","not-impl","data should have required property 'events'"
"td-event-arrays_scopes","not-impl","data should have required property 'events'"
"td-event-arrays_security","not-impl","data should have required property 'events'"
"td-event-names","not-impl","data should have required property 'events'"
"td-event-names","not-impl","Error message can be seen in the children assertions"
"td-event-names_cancellation","not-impl","data should have required property 'events'"
"td-event-names_data","not-impl","data should have required property 'events'"
"td-event-names_description","not-impl","data should have required property 'events'"
"td-event-names_descriptions","not-impl","data should have required property 'events'"
"td-event-names_forms","not-impl","data should have required property 'events'"
"td-event-names_scopes","not-impl","data should have required property 'events'"
"td-event-names_security","not-impl","data should have required property 'events'"
"td-event-names_subscription","not-impl","data should have required property 'events'"
"td-event-names_title","not-impl","data should have required property 'events'"
"td-event-names_titles","not-impl","data should have required property 'events'"
"td-event-names_uriVariables","not-impl","data should have required property 'events'"
"td-event-objects","not-impl","data should have required property 'events'"
"td-event-objects","not-impl","Error message can be seen in the children assertions"
"td-event-objects_cancellation","not-impl","data should have required property 'events'"
"td-event-objects_data","not-impl","data should have required property 'events'"
"td-event-objects_subscription","not-impl","data should have required property 'events'"
"td-event-response-object","not-impl",
"td-events","not-impl","Error message can be seen in the children assertions"
"td-events_existence","not-impl","data should have required property 'events'"
"td-events_uniqueness","pass",
"td-form-protocolbindings","null","not testable with Assertion Tester"
"td-forms-response","not-impl",
"td-integer-type","not-impl",
"td-jsonld-keywords","pass",
"td-jsonld-keywords_at-context","pass",
"td-jsonld-keywords_at-type","pass",
"td-links","not-impl","data should have required property 'links'"
"td-media-type","null","not testable with Assertion Tester"
"td-multi-languages","not-impl","Error message can be seen in the children assertions"
"td-multi-languages_descriptions","not-impl",
"td-multi-languages_titles","not-impl",
"td-number-type","not-impl",
"td-objects","pass",
"td-objects_securityDefinitions","pass",
"td-objects_version","pass",
"td-op-for-action","pass",
"td-op-for-event","not-impl",
"td-op-for-property","pass",
"td-op-for-thing","not-impl","data should have required property 'forms'"
"td-properties","pass",
"td-properties_existence","pass",
"td-properties_uniqueness","pass",
"td-property-arrays","not-impl","Error message can be seen in the children assertions"
"td-property-arrays_forms","pass",
"td-property-arrays_scopes","not-impl",
"td-property-arrays_security","not-impl",
"td-property-names","not-impl","Error message can be seen in the children assertions"
"td-property-names_const","not-impl","data.properties['PumpStatus'] should have required property 'const', data.properties['Tank101MaximumLevelStatus'] should have required property 'const', data.properties['Tank101MinimumLevelStatus'] should have required property 'const', data.properties['Tank101OverflowStatus'] should have required property 'const', data.properties['Tank102LevelValue'] should have required property 'const', data.properties['Tank102OverflowStatus'] should have required property 'const', data.properties['ValveStatus'] should have required property 'const'"
"td-property-names_description","not-impl","data.properties['PumpStatus'] should have required property 'description', data.properties['Tank101MaximumLevelStatus'] should have required property 'description', data.properties['Tank101MinimumLevelStatus'] should have required property 'description', data.properties['Tank101OverflowStatus'] should have required property 'description', data.properties['Tank102LevelValue'] should have required property 'description', data.properties['Tank102OverflowStatus'] should have required property 'description', data.properties['ValveStatus'] should have required property 'description'"
"td-property-names_descriptions","not-impl","data.properties['PumpStatus'] should have required property 'descriptions', data.properties['Tank101MaximumLevelStatus'] should have required property 'descriptions', data.properties['Tank101MinimumLevelStatus'] should have required property 'descriptions', data.properties['Tank101OverflowStatus'] should have required property 'descriptions', data.properties['Tank102LevelValue'] should have required property 'descriptions', data.properties['Tank102OverflowStatus'] should have required property 'descriptions', data.properties['ValveStatus'] should have required property 'descriptions'"
"td-property-names_enum","not-impl","data.properties['PumpStatus'] should have required property 'enum', data.properties['Tank101MaximumLevelStatus'] should have required property 'enum', data.properties['Tank101MinimumLevelStatus'] should have required property 'enum', data.properties['Tank101OverflowStatus'] should have required property 'enum', data.properties['Tank102LevelValue'] should have required property 'enum', data.properties['Tank102OverflowStatus'] should have required property 'enum', data.properties['ValveStatus'] should have required property 'enum'"
"td-property-names_forms","pass",
"td-property-names_items","not-impl","data.properties['PumpStatus'] should have required property 'items', data.properties['Tank101MaximumLevelStatus'] should have required property 'items', data.properties['Tank101MinimumLevelStatus'] should have required property 'items', data.properties['Tank101OverflowStatus'] should have required property 'items', data.properties['Tank102LevelValue'] should have required property 'items', data.properties['Tank102OverflowStatus'] should have required property 'items', data.properties['ValveStatus'] should have required property 'items'"
"td-property-names_maxItems","not-impl","data.properties['PumpStatus'] should have required property 'maxItems', data.properties['Tank101MaximumLevelStatus'] should have required property 'maxItems', data.properties['Tank101MinimumLevelStatus'] should have required property 'maxItems', data.properties['Tank101OverflowStatus'] should have required property 'maxItems', data.properties['Tank102LevelValue'] should have required property 'maxItems', data.properties['Tank102OverflowStatus'] should have required property 'maxItems', data.properties['ValveStatus'] should have required property 'maxItems'"
"td-property-names_maximum","not-impl","data.properties['PumpStatus'] should have required property 'maximum', data.properties['Tank101MaximumLevelStatus'] should have required property 'maximum', data.properties['Tank101MinimumLevelStatus'] should have required property 'maximum', data.properties['Tank101OverflowStatus'] should have required property 'maximum', data.properties['Tank102LevelValue'] should have required property 'maximum', data.properties['Tank102OverflowStatus'] should have required property 'maximum', data.properties['ValveStatus'] should have required property 'maximum'"
"td-property-names_minItems","not-impl","data.properties['PumpStatus'] should have required property 'minItems', data.properties['Tank101MaximumLevelStatus'] should have required property 'minItems', data.properties['Tank101MinimumLevelStatus'] should have required property 'minItems', data.properties['Tank101OverflowStatus'] should have required property 'minItems', data.properties['Tank102LevelValue'] should have required property 'minItems', data.properties['Tank102OverflowStatus'] should have required property 'minItems', data.properties['ValveStatus'] should have required property 'minItems'"
"td-property-names_minimum","not-impl","data.properties['PumpStatus'] should have required property 'minimum', data.properties['Tank101MaximumLevelStatus'] should have required property 'minimum', data.properties['Tank101MinimumLevelStatus'] should have required property 'minimum', data.properties['Tank101OverflowStatus'] should have required property 'minimum', data.properties['Tank102LevelValue'] should have required property 'minimum', data.properties['Tank102OverflowStatus'] should have required property 'minimum', data.properties['ValveStatus'] should have required property 'minimum'"
"td-property-names_observable","pass",
"td-property-names_oneOf","not-impl","data.properties['PumpStatus'] should have required property 'oneOf', data.properties['Tank101MaximumLevelStatus'] should have required property 'oneOf', data.properties['Tank101MinimumLevelStatus'] should have required property 'oneOf', data.properties['Tank101OverflowStatus'] should have required property 'oneOf', data.properties['Tank102LevelValue'] should have required property 'oneOf', data.properties['Tank102OverflowStatus'] should have required property 'oneOf', data.properties['ValveStatus'] should have required property 'oneOf'"
"td-property-names_properties","pass",
"td-property-names_readOnly","pass",
"td-property-names_required","not-impl","data.properties['PumpStatus'] should have required property 'required', data.properties['Tank101MaximumLevelStatus'] should have required property 'required', data.properties['Tank101MinimumLevelStatus'] should have required property 'required', data.properties['Tank101OverflowStatus'] should have required property 'required', data.properties['Tank102LevelValue'] should have required property 'required', data.properties['Tank102OverflowStatus'] should have required property 'required', data.properties['ValveStatus'] should have required property 'required'"
"td-property-names_scopes","not-impl",
"td-property-names_security","not-impl",
"td-property-names_title","pass",
"td-property-names_titles","not-impl","data.properties['PumpStatus'] should have required property 'titles', data.properties['Tank101MaximumLevelStatus'] should have required property 'titles', data.properties['Tank101MinimumLevelStatus'] should have required property 'titles', data.properties['Tank101OverflowStatus'] should have required property 'titles', data.properties['Tank102LevelValue'] should have required property 'titles', data.properties['Tank102OverflowStatus'] should have required property 'titles', data.properties['ValveStatus'] should have required property 'titles'"
"td-property-names_type","pass",
"td-property-names_unit","not-impl","data.properties['PumpStatus'] should have required property 'unit', data.properties['Tank101MaximumLevelStatus'] should have required property 'unit', data.properties['Tank101MinimumLevelStatus'] should have required property 'unit', data.properties['Tank101OverflowStatus'] should have required property 'unit', data.properties['Tank102LevelValue'] should have required property 'unit', data.properties['Tank102OverflowStatus'] should have required property 'unit', data.properties['ValveStatus'] should have required property 'unit'"
"td-property-names_uriVariables","not-impl","data.properties['PumpStatus'] should have required property 'uriVariables', data.properties['Tank101MaximumLevelStatus'] should have required property 'uriVariables', data.properties['Tank101MinimumLevelStatus'] should have required property 'uriVariables', data.properties['Tank101OverflowStatus'] should have required property 'uriVariables', data.properties['Tank102LevelValue'] should have required property 'uriVariables', data.properties['Tank102OverflowStatus'] should have required property 'uriVariables', data.properties['ValveStatus'] should have required property 'uriVariables'"
"td-property-names_writeOnly","pass",
"td-readOnly-observable-default","null","not testable with Assertion Tester"
"td-readOnly-observable-writeOnly-default","null","not testable with Assertion Tester"
"td-security-binding","null","not testable with Assertion Tester"
"td-security-mandatory","pass",
"td-security-no-extras","null","not testable with Assertion Tester"
"td-security-overrides","not-impl","Error message can be seen in the children assertions"
"td-security-overrides_form","not-impl",
"td-security-overrides_interaction","not-impl",
"td-simple-form","pass",
"td-string-type","not-impl",
"td-title-description","not-impl","Error message can be seen in the children assertions"
"td-title-description_descriptions","not-impl",
"td-title-description_titles","not-impl",
"td-unique-identifiers","pass",
"td-uriVariables-dataschema","not-impl",
"td-uriVariables-names","not-impl",
"td-version","pass",
"td-version-container","pass",
"td-vocab-actions","pass",
"td-vocab-alg","not-impl",
"td-vocab-anchor","not-impl","data should have required property 'links'"
"td-vocab-authorization","not-impl",
"td-vocab-base","pass",
"td-vocab-cancellation","not-impl","data should have required property 'events'"
"td-vocab-const","not-impl",
"td-vocab-contentType-1","not-impl",
"td-vocab-contentType-2","pass",
"td-vocab-created","pass",
"td-vocab-data","not-impl","data should have required property 'events'"
"td-vocab-description","pass",
"td-vocab-description","not-impl","Error message can be seen in the children assertions"
"td-vocab-description_security","not-impl",
"td-vocab-descriptions","not-impl",
"td-vocab-enum","not-impl",
"td-vocab-events","not-impl","data should have required property 'events'"
"td-vocab-flow","not-impl",
"td-vocab-format","not-impl",
"td-vocab-forms-1","not-impl","data should have required property 'forms'"
"td-vocab-forms-2","pass",
"td-vocab-href","pass",
"td-vocab-idempotent","pass",
"td-vocab-identity","not-impl",
"td-vocab-in","pass",
"td-vocab-input","pass",
"td-vocab-instance","pass",
"td-vocab-items","not-impl",
"td-vocab-lastModified","pass",
"td-vocab-links","not-impl","data should have required property 'links'"
"td-vocab-maxItems","not-impl",
"td-vocab-maximum-1","not-impl",
"td-vocab-maximum-2","not-impl",
"td-vocab-minItems","not-impl",
"td-vocab-minimum-1","not-impl",
"td-vocab-minimum-2","not-impl",
"td-vocab-name-1","pass",
"td-vocab-name-2","not-impl",
"td-vocab-observable","pass",
"td-vocab-oneOf","not-impl",
"td-vocab-op","pass",
"td-vocab-output","pass",
"td-vocab-properties-1","pass",
"td-vocab-properties-2","pass",
"td-vocab-proxy","not-impl",
"td-vocab-qop","not-impl",
"td-vocab-readOnly","pass",
"td-vocab-refresh","not-impl",
"td-vocab-rel","not-impl","data should have required property 'links'"
"td-vocab-required","not-impl",
"td-vocab-response","not-impl",
"td-vocab-safe","pass",
"td-vocab-scheme","pass",
"td-vocab-scopes","not-impl",
"td-vocab-security-1","pass",
"td-vocab-security-2","not-impl",
"td-vocab-security-3","not-impl","data should be equal to constant, data should match ""else"" schema, data should match ""else"" schema, data should match ""else"" schema, data should match ""else"" schema"
"td-vocab-securityDefinitions","pass",
"td-vocab-subprotocol","not-impl",
"td-vocab-subscription","not-impl","data should have required property 'events'"
"td-vocab-support","pass",
"td-vocab-title","pass",
"td-vocab-titles","not-impl",
"td-vocab-token","not-impl",
"td-vocab-type-1","not-impl","data should have required property 'links'"
"td-vocab-type-2","pass",
"td-vocab-unit","not-impl",
"td-vocab-uriVariables","not-impl",
"td-vocab-version","pass",
"td-vocab-writeOnly","pass",
"td-vocabulary","pass",